model_name,parameters,auc,background_rejection,fpr_at_target,achieved_signal_efficiency,threshold_at_target
model_trial_000,2993,0.9124300581369768,0.11694788981331106,0.8830521101866889,0.9931883936684042,0.0625
model_trial_001,2729,0.9052660631806921,0.3405538012662055,0.6594461987337945,0.982969489742241,0.109375
model_trial_002,1973,0.8590673348887582,0.0,1.0,1.0,0.125
model_trial_003,1689,0.8648266251764456,0.0,1.0,1.0,0.0
model_trial_004,1675,0.8982435353533597,0.3503636210610316,0.6496363789389684,0.9813704509588255,0.0546875
model_trial_005,2041,0.9178863810295597,0.39977743211523653,0.6002225678847635,0.9802556070967433,-0.15625
model_trial_006,3563,0.9158757744918732,0.2860683102608782,0.7139316897391218,0.9849242025728085,0.1484375
model_trial_007,3181,0.897058963432456,0.2236963101735967,0.7763036898264033,0.9876291186456889,0.140625
model_trial_008,2969,0.6529295337103135,0.09026779841708721,0.9097322015829128,0.9865262302137631,-0.171875
model_trial_009,3313,0.8776279255414542,0.0,1.0,1.0,0.203125
model_trial_010,2659,0.8468265224559185,0.35251136997702626,0.6474886300229737,0.980500693414949,0.1953125
model_trial_011,3705,0.9124653418629145,0.3924489013438237,0.6075510986561763,0.980372172540768,0.046875
model_trial_012,3265,0.8700008400580913,0.32527641746752656,0.6747235825324734,0.9815079384056238,0.09375
model_trial_013,2637,0.9023460415366787,0.3630942546937198,0.6369057453062802,0.9801211085074841,-0.3125
model_trial_014,1555,0.804452271508594,0.2884810209444484,0.7115189790555516,0.9802496293816652,0.171875
model_trial_015,1961,0.8838590191329518,0.36348390435191913,0.6365160956480809,0.9830113337477883,0.0859375
model_trial_016,2659,0.912989358738009,0.23631160750745794,0.7636883924925421,0.9877666060924872,0.140625
model_trial_017,3073,0.9109359766579904,0.40650746101165525,0.5934925389883448,0.9806949691549902,0.0078125
model_trial_018,1345,0.9116616365557308,0.3139391710125592,0.6860608289874408,0.9851842331787097,-0.03125
model_trial_019,2779,0.871127289334588,0.393115981558661,0.606884018441339,0.9801599636554923,0.0234375
model_trial_020,2457,0.9048775891330212,0.0856169400968202,0.9143830599031798,0.995971020037301,0.125
model_trial_021,1553,0.9097664357600767,0.39804738763283154,0.6019526123671685,0.9805724259958873,0.0
model_trial_022,2411,0.8764583908392515,0.4132873650643234,0.5867126349356766,0.9802227296638133,0.046875
model_trial_023,2411,0.9136870821984382,0.18097200445135775,0.8190279955486423,0.9885676199129645,0.140625
model_trial_024,1653,0.8870034106316138,0.33548212131508315,0.6645178786849169,0.9847598154081584,0.109375
model_trial_025,2803,0.4979174010202152,0.0,1.0,1.0,-1.0
model_trial_026,1589,0.918709007665263,0.349222726861824,0.650777273138176,0.9831816986275166,0.0625
model_trial_027,3907,0.883315268247717,0.1902363147247047,0.8097636852752953,0.9902473578499355,0.09375
model_trial_028,2729,0.8997687501586726,0.3322714081315208,0.6677285918684792,0.9848375257041748,0.046875
model_trial_029,1259,0.9167294251112514,0.388303028980583,0.611696971019417,0.9807906125962412,0.015625
model_trial_030,2009,0.8967201026720913,0.23991508754648516,0.7600849124535148,0.9873033331739276,-0.0078125
model_trial_031,2291,0.8947572765068122,0.3989046168808701,0.6010953831191299,0.9812628520874181,0.0703125
model_trial_032,1517,0.8925126589267662,0.4062237960604861,0.5937762039395139,0.9802287073788915,0.1484375
model_trial_033,1995,0.9195656830540114,0.35788853526017683,0.6421114647398232,0.9823567739467266,0.1484375
model_trial_034,3075,0.87023657371772,0.3695811422034221,0.6304188577965779,0.9812030749366362,0.109375
model_trial_035,3005,0.9147498654720533,0.33360245136392963,0.6663975486360704,0.9802227296638133,0.078125
model_trial_036,963,0.9047161357819099,0.40515771459565275,0.5948422854043472,0.9808653340347185,0.109375
model_trial_037,2707,0.8972682253068627,0.11363119192271842,0.8863688080772816,0.9937353545980584,0.15625
model_trial_038,1333,0.8582420739252759,0.0,1.0,1.0,0.109375
model_trial_039,2019,0.9148224518545675,0.4148397293025895,0.5851602706974105,0.9808175123140931,0.0390625
model_trial_040,2341,0.908858896142034,0.05078226065380098,0.949217739346199,0.9969304433073501,0.125
model_trial_041,1029,0.8626518595880737,0.389917737164161,0.610082262835839,0.9803781502558462,0.0390625
model_trial_042,2091,0.9189260855454743,0.00010910190429580524,0.9998908980957042,0.9999970111424609,-0.125
model_trial_043,3277,0.45120183610451436,0.016408926406089708,0.9835910735939103,0.980022476208694,-0.484375
model_trial_044,3253,0.8628162346967091,0.044831531073780906,0.9551684689262191,0.9979645880158768,0.078125
model_trial_045,2281,0.8920355909503548,0.34311302022125867,0.6568869797787413,0.9822850413657883,0.015625
model_trial_046,3525,0.9137772916378422,0.3780973251330264,0.6219026748669736,0.9808175123140931,0.0625
model_trial_047,3171,0.9050031284074962,0.41224310398034913,0.5877568960196509,0.9801689302281096,-0.078125
model_trial_048,987,0.909797684936881,0.31771721409845977,0.6822827859015402,0.9804080388312372,0.078125
model_trial_049,1625,0.860926000969902,0.11995598517460981,0.8800440148253902,0.9944975132705275,0.125
model_trial_050,1333,0.8645130344895953,0.37315656746705905,0.626843432532941,0.9806889914399121,0.0859375
model_trial_051,2317,0.8685050653658415,0.15718155492034003,0.84281844507966,0.9920944718090957,0.09375
model_trial_052,2755,0.9014066258243951,0.42353047527906706,0.5764695247209329,0.9806441585768256,0.0234375
model_trial_053,2459,0.9207382181713162,0.13920467828965621,0.8607953217103438,0.9949129644684616,0.0
model_trial_054,3467,0.8879443713212831,0.39319702868756645,0.6068029713124335,0.980844412031945,0.0234375
model_trial_055,1137,0.6887534906428571,0.10069170607323541,0.8993082939267646,0.9809460331882741,-0.265625
model_trial_056,3491,0.8913108398096801,0.37153562488894987,0.6284643751110501,0.9814900052603893,0.109375
model_trial_057,2353,0.8721228606881517,0.0,1.0,1.0,0.0
model_trial_058,3027,0.859184477968696,0.29729645481154987,0.7027035451884501,0.9837167041270145,0.09375
model_trial_059,1653,0.7939321883440369,0.2785558648507953,0.7214441351492047,0.9805275931328009,0.2421875
model_trial_060,3241,0.8743370425882387,0.34509867487944235,0.6549013251205577,0.9806232365740519,-0.0234375
model_trial_061,1589,0.8772662943694811,0.0,1.0,1.0,0.125
model_trial_062,3217,0.8824268193386822,0.34901075744776355,0.6509892425522364,0.9825450719716895,-0.015625
model_trial_063,2459,0.8938260836768628,0.3134279506610017,0.6865720493389983,0.9856773946726604,0.0
model_trial_064,939,0.9187415348029453,0.38566588009389,0.61433411990611,0.9823986179522739,0.0546875
model_trial_065,1049,0.8700741648528882,0.15898641213711928,0.8410135878628807,0.9898976615178614,0.2578125
model_trial_066,3489,0.8721099206663592,0.387364752603639,0.612635247396361,0.9804857491272536,0.0390625
model_trial_067,3443,0.9165646576370938,0.31658255429378335,0.6834174457062167,0.9859045478456315,0.0625
model_trial_068,2033,0.914698796546718,0.14314169843610214,0.8568583015638979,0.9929702070680503,0.0625
model_trial_069,1699,0.9219370819156529,0.37347452158814964,0.6265254784118504,0.9804199942613935,0.0859375
model_trial_070,1307,0.9042253187542939,0.31935997705742813,0.6806400229425719,0.9850557123045287,0.1484375
model_trial_071,843,0.900658782784591,0.30779829239933787,0.6922017076006621,0.9868968485486108,0.0
model_trial_072,681,0.8151339693736191,0.2728732142356165,0.7271267857643835,0.984398163645928,0.0234375
model_trial_073,765,0.8389866139153064,0.19726247736135483,0.8027375226386452,0.9902085027019272,0.234375
model_trial_074,2707,0.9114127509483869,0.3481441766079283,0.6518558233920717,0.9808713117497968,0.0390625
model_trial_075,3835,0.8969867944731553,0.10105018375877883,0.8989498162412212,0.9953284156663956,0.03125
model_trial_076,1333,0.8273473735185661,1.5585986328003898e-05,0.999984414013672,1.0,0.109375
model_trial_077,3181,0.9140738143662349,0.0,1.0,1.0,0.0
model_trial_078,2353,0.9155915643600678,0.014510553271342652,0.9854894467286573,0.9986161589593994,0.0
model_trial_079,1481,0.9025641522232691,0.4126265192440173,0.5873734807559827,0.9805544928506528,0.0625
model_trial_080,1037,0.5168132916231072,0.0,1.0,1.0,-1.0
model_trial_081,1553,0.9168738680727739,0.1791920848127032,0.8208079151872968,0.9929373296351203,0.0
model_trial_082,1641,0.8652224324722371,0.005570431513617469,0.9944295684863825,0.999745947109177,0.078125
model_trial_083,3195,0.9131160796603368,0.40017331616796703,0.599826683832033,0.9812718186600354,0.046875
model_trial_084,2305,0.9156127209427061,0.3973616042344008,0.6026383957655992,0.9807936014537804,0.09375
model_trial_085,2731,0.8785248400556221,0.3542944068129463,0.6457055931870537,0.9825151833962986,-0.0390625
model_trial_086,3491,0.8878126975290006,0.3975548704648676,0.6024451295351324,0.9802735402419779,-0.1171875
model_trial_087,1355,0.9030214078906614,0.1343605537389223,0.8656394462610777,0.9899365166658697,0.015625
model_trial_088,3277,0.8741854596940937,0.4037425070370728,0.5962574929629272,0.9809340777581177,-0.0234375
model_trial_089,3145,0.9178144328239056,0.4124800109725344,0.5875199890274656,0.9800015542059203,0.09375
model_trial_090,2827,0.9184482691691076,0.00414587236324071,0.9958541276367593,0.9996772033857778,0.0
model_trial_091,3859,0.9202697158351478,0.0,1.0,1.0,0.03125
model_trial_092,2033,0.9157491676917461,0.3819938217150196,0.6180061782849804,0.9822491750753192,0.0625
model_trial_093,2313,0.8926289023568674,0.3775861047814689,0.6224138952185311,0.9816304815647267,0.15625
model_trial_094,2637,0.903597603422113,0.37541341828734953,0.6245865817126505,0.9804439051217063,0.046875
model_trial_095,2649,0.881432695261267,0.058204307343181605,0.9417956926568184,0.9962370283582803,0.109375
model_trial_096,741,0.8959486511040342,0.40189712625584084,0.5981028737441592,0.9804827602697145,0.09375
model_trial_097,1995,0.5616461468880183,0.0,1.0,1.0,-1.0
model_trial_098,4501,0.9207064797243436,0.0,1.0,1.0,0.125
model_trial_099,3265,0.881873082052835,0.003843504228478123,0.9961564957715219,0.9997997465448807,0.046875
